Title;Author;ISBN;PublishYear;Publisher;Genre;Label
Good Girl, Bad Blood;Holly Jackson;1984896407;2020;Random House Children's Books;thriller;1
A Guide to Painting the Banana;Emilia Griffin;5355934135180;1909;YKY;thriller;0
Skulduggery Pleasant;Derek Landy;9788817027588;2006;Loewe;mystery;1
The Faithful Security;Kayla Wallace;5426458155748;2003;Dom Wydawniczy Rebis;fantasy;0
Menfreya;Eleanor Alice Burford Hibbert;9789684971790;1966;Presses de la Cite;mystery;1
Chronicles of Inner Family Kingdom;Lauren Cohen;8319736232962;1965;Arthaud;fiction;0
Crooked Toast: A Memoir;Sullivan Reyna;6750434388870;1907;Editorial Oveja Negra;thriller;0
Otoño Del Patriarca;Gabriel García Márquez;9780060932671;1973;LGF;fiction;1
Keeper of the Lost Cities;Shannon Messenger;1484403207;2012;Aladdin;fantasy;1
Cat's Cradle;Kurt Vonnegut;9780795302763;1963;Henry Holt and Co.;fantasy;1
The Adventure of the Speckled Band;Arthur Conan Doyle;9780850485028;1912;Sweet Cherry Publishing;mystery;1
Night of the Living Dummy;Robert Lawrence Stine;8804396156;1993;Scholastic Australia;fiction;1
How to Hire a Magazine;Rosa Suarez;1219923527550;1999;Dolnoslaskie;romance;0
Tales of a Former Steak;Rivka Holloway;8567857932161;2021;Wildside Press, LLC;romance;0
The king of the Golden River;John Ruskin;9780688841225;1863;Lippincott;romance;1
Live and let die;Ian Fleming;9781784872007;1954;Ian Fleming Ltd.;thriller;1
Journey to the Bent Security;Amy Contreras;3081866199813;1974;Mauro Liistro Editore;fiction;0
Emile or Education;Jean-Jacques Rousseau;1421915758;1762;Larousse Kingfisher Chambers;fiction;1
The Rise and Fall of the Invisible Energy;Tatum Rangel;4767407332450;1900;Contemporary Books;fiction;0
The iron trial;Holly Black;9786050923162;2014;Scholastic Press;fantasy;1
Kareshi Kanojo no jijou;Masami Tsuda;1417678402;2002;TokyoPop;romance;1
Detective Cross;James Patterson;1786531011;2017;Little Brown & Company;thriller;1
A Guide to Scoreing the Importance;Odin Cuevas;1053353971701;1932;Garden Strawberry;romance;0
Wide Sargasso Sea;Jean Rhys;8402090826;1966;Hodder and Stoughton;romance;1
Tales of a Zonked Energy;Kailey Cobb;2188857810420;1928;Scholastic Book Services/ Scholastic, Inc.;fiction;0
Nevermoor;Jessica Townsend;0316460443;2017;Orion Children's Books;fantasy;1
Tales of a Wasteful Concept;Hailey Sanchez;8954893374097;1990;Crescent Moon Publishing;thriller;0
Zombie and the Marvelous Quest;Sariah Stafford;7339843122472;1988;Null Papier;romance;0
The Juvenile Concept;Alayah Lucas;7381122435056;1939;Brandywine Studio Press;mystery;0
The natural;Bernard Malamud;9780701124588;1952;Pocket;fiction;1
The Bostonians;Henry James;9781521129326;1885;Penguin;romance;1
Collecting the Hanging Literature;John Branch;3958406305977;1943;Popular Classics Publishing Co.;fiction;0
The general's daughter;Nelson De Mille;9780759582675;1992;Grand Central Publishing;thriller;1
Journey to the Bustling Engineering;Lionel Washington;4305086167264;1980;Penguin Children's Audiobooks;fiction;0
Muttering the Lucky Cigarette;Arnold Cross;5783847179818;1948;Galiani, Verlag;thriller;0
The dot;Peter H. Reynolds;1844281698;2003;MILAN;fiction;1
Fulfiling the Bustling Steak;Aya Fletcher;2067962231217;1987;ROSMĖN;fantasy;0
Adventures in Pizza Land;Miller Conrad;9620568877077;2001;Lidis;fantasy;0
Perfume;Patrick Süskind;3257016786;1985;Seix Barral;fiction;1
Dragonflight;Anne McCaffrey;9781590862889;1968;Rebound by Sagebrush;fantasy;1
My Life as a Juvenile Magazine;Sariyah Woods;6462832958979;1905;Pocket Books (Mm);thriller;0
How to Scatter a Article;Uriel Wright;9777840677009;1900;Alianza Editorial;romance;0
Black;Ted Dekker;9780786186341;2004;Walker & Company;fantasy;1
Memoirs of a Shiny Jeep;Paloma Rollins;9096262814668;1963;Steck;fantasy;0
Marriage Most Scandalous;Johanna Lindsey;9781416505457;2005;Thorndike Press;romance;1
Dead Beat (The Dresden Files, Book 7);Jim Butcher;184149528X;2006;Roc;mystery;1
The Dogs of War;Frederick Forsyth;0786104309;1974;Ėksmo;mystery;1
Ardath, the story of a dead self;Marie Corelli;9781710986273;1889;Creative Media Partners, LLC;fantasy;1
The Legend of the Deafening Zombie;Timothy Dodson;7923568425757;1980;Izd-vo Nauka,;thriller;0
Diary of a Purring Zombie;Alaia Hammond;2811948957335;1979;Pearso/Longman;thriller;0
A red death;Walter Mosley;1846328519;1991;Washington Square Press;thriller;1
Chronicles of Wacky Mom Kingdom;Whitley Harrison;4265480892358;1915;dai li Li tong tu shu yu xian gong si;romance;0
Red Rabbit;Tom Clancy;3453864816;1998;Penguin books;fiction;1
Sahara;Clive Cussler;9780008216658;1982;Books on Tape;mystery;1
The Curse of the Flying Family;Madelyn Gibbs;5178609469246;1957;Books on Demand GmbH;romance;0
Chronicles of Flimsy Election Kingdom;Luella Wilcox;5525425074649;1984;Melville House Publishing;fiction;0
The Time of the Hunter's Moon;Eleanor Alice Burford Hibbert;1402277539;1983;Fawcett Books;thriller;1
Good wives;Louisa May Alcott;0140350098;1870;Penguin Books Ltd (UK);fiction;1
Una cascata di cioccolato;Elisabetta Dami;9781480651029;2013;Turtleback Books;mystery;1
My Life as a Oceanic Microwave;Saoirse Davidson;9958841961878;1959;Musa sa;fantasy;0
Rain;V. C. Andrews;9780671007676;2000;Éd. France loisirs;mystery;1
Adventures in Recommendation Land;Wren Duke;9281223507426;2011;Metacom;fantasy;0
Adventures in Climate Land;Adam Kent;3089520365271;1904;Paw Prints 2008-04-03;mystery;0
Tales of a Voracious Engineering;Marcos Hardy;5035429868409;2014;Random House Audio;thriller;0
Moments of vision;Thomas Hardy;9780831795061;1889;Macmillan and Co.;fiction;1
A Guide to Lifting the Interaction;Jacob Bush;7447545010439;1910;Rupa Publications;romance;0
Adventures in Desk Land;Santiago Ellison;8462661322358;1971;Mi rigs dpe skrun khaṅ;mystery;0
Chronicles of Zonked Jeep Kingdom;Nico Stanley;2253265747258;1976;Remzi Kitabevi;fiction;0
How to Look a Affair;Faith Bond;9653300505786;2001;ana further;fantasy;0
The Secret of the Mole;Sunny Conner;8692014884423;2011;Tingle Books;fantasy;0
Journey to the Tenuous Engineering;Kyla Shaffer;2494999099311;1970;Sms Yayinlari;fantasy;0
Nightfall;Isaac Asimov;9780330320962;1969;Doubleday, New York;fiction;1
The Appeal;John Grisham;9781844138555;2008;Heyne Verlag;thriller;1
The People of Paper;Salvador Plascencia;1932416218;2005;Harcourt;fantasy;1
What The House Knows;Dean Koontz;0553807722;2010;Perfection Learning;thriller;1
The Dark Prophecy;Rick Riordan;0141363975;2017;Puffin;fantasy;1
The Legend of the Shiny World;Ronin Luna;9063360101070;1993;Zodiac Press;mystery;0
Catching Fire;Suzanne Collins;9785170671281;2009;Harper;fiction;1
D is for Deadbeat (Kinsey Millhone, #4);Sue Grafton;5552378482;1987;Macmillan Audio Books;mystery;1
Burn, witch, burn!;A. Merritt;9798717403917;1933;Futura Publication;fantasy;1
The Secret of the Family;Elijah Best;8796668770477;1900;Econo-Clad Books;mystery;0
The Observant Attention;Millie Simmons;6199924050875;1933;J. W. Arrowsmith;thriller;0
Chronicles of Friendly Attention Kingdom;Easton McKinney;6846560750252;1976;Brentano's;mystery;0
The Loving Yeti;Malayah Salinas;7095999074002;2002;Jefferson Press;fantasy;0
Cryptonomicon;Neal Stephenson;9788466608633;1999;Payot;fiction;1
Master of murder;Christopher Pike;9780340582701;1992;Hodder & Stoughton;mystery;1
How to Score a Context;Marley Frye;2856889167367;1933;Minerva;romance;0
Adventures in Dragon Land;Miranda Garcia;9795829196175;1957;Harcourt, Brace, Jovanovich;mystery;0
Diary of a Wacky Banana;Elsa Harrison;8695408411479;2025;Editions de Fallois;thriller;0
Adventures in Farmer Land;Lana Stevenson;8861363755213;1942;Modern Library;mystery;0
Escape from the Loving Robot;Bentley Collins;9566342707639;1926;Goldmann;mystery;0
The Forgotten Warrior;Erin Hunter;9783407811882;2011;Harper Collins;fantasy;1
The Secret of the Paper;Guadalupe Hebert;4053983846277;1965;Phoenix (an Imprint of The Orion Publishing Group Ltd );fiction;0
The Legend of the Quirky Refrigerator;Diana Waller;7050551844346;2021;Norma Editorial;fantasy;0
Diary of a Military Length;Ayan Glass;3975429844955;1957;Sugar & Harker;mystery;0
Who Moved My Cheese?;Spencer Johnson;161587366X;1998;Zhong xin chu ban she;fiction;1
The false prince;Jennifer A. Nielsen;9780545391771;2012;Scholastic, Incorporated;fantasy;1
The Chronicles of the Oceanic Ability;Henley Parrish;6708936280277;1948;Viking Penguin;romance;0
England made me;Graham Greene;0099286173;1943;Penguin Classics;thriller;1
Framley Parsonage;Anthony Trollope;9798620386116;1861;Start Publishing LLC;fiction;1
The Chronicles of the Possessive Concept;Emerie Bullock;1979904842113;1933;L. A. Theatre Works;thriller;0
Chronicles of Observant Affair Kingdom;Jeffry Colon;3260423284866;1965;New York Times;fantasy;0
Interesting Times;Terry Pratchett;9788401335624;1994;Goldmann;fiction;1
Adventures in Mole Land;Raquel Cannon;1335516561344;1990;Ardis Publishers;fiction;0
Innocence;Dean Koontz;1594137668;2013;Transworld Publishers Limited;fantasy;1
Chosen;P. C. Cast;1410416089;2008;bella priestley;fantasy;1
The fellowship of the ring;J.R.R. Tolkien;9783608955361;1954;Harper Collins;fantasy;1
Memoirs of a Voracious Context;Freyja Gillespie;4200827280265;1977;Heyne Hörbuch, Mchn.;romance;0
You Should Have Known;Jean Hanff Korelitz;9788492915705;2014;Grand Central Publishing;thriller;1
How to Balance a Ability;Hazel McDaniel;8607900564007;1959;Deutsch Buch Gemeinschaft;thriller;0
The War of the Worlds;H. G. Wells;9780141441030;1898;Pearson;fantasy;1
Tales of a Oceanic Microwave;Waverly Vega;6502865225708;1972;Yoyo USA;thriller;0
Tales of a Possessive Election;Trinity Stewart;7327406382730;2003;Noonday Press;romance;0
The Chronicles of the Zonked Election;Amari Flores;2010788636744;1914;QEB Publishing Inc.;fiction;0
Dragon and the Lucky Quest;Federico Lawson;8636348438227;1932;Jim Hodges Productions;fiction;0
Rendering the Tenuous Recommendation;Troy Weaver;3889491067414;1959;Branden Books;fiction;0
Chronicles of Adjoining Outcome Kingdom;Rory Ellison;6087722303089;1948;Gibbs Smith;fantasy;0
Escape from the Twisted Mole;Lewis Wiley;8446640801367;1994;Electric Book Company;thriller;0
Damals war es Friedrich;Hans Peter Richter;9780590467636;1963;Livre de Poche;fiction;1
Single & single;John le Carré;9780671027971;1999;Hodder & Stoughton;thriller;1
A Special Arrangement;Madeleine Ker;0263123545;1989;Harlequin;romance;1
The Last Confused Farmer;Johnie Krause;8464643763122;1973;Bur ragazzi;thriller;0
The MacGregor Brides;Nora Roberts;9780373218479;1997;Silhouette Books;romance;1
Twentieth Wife;Indu Sundaresan;0786166487;2002;Starai Press;romance;1
Wanted;Caroline B. Cooney;1480405655;1997;Open Road Integrated Media, Inc.;mystery;1
Tales of a Marvelous Literature;Aspen Walker;7976170706967;1955;Folcroft Library Editions;fiction;0
Princess Academy (Princess Academy #1);Shannon Hale;141777682X;2005;Whitney Webster;fantasy;1
Withdrawing the Wacky Engineering;Noah McKinney;1590981734668;1965;Clarkson N. Potter;mystery;0
The Secret of the Region;Vincenzo Flores;9552722712668;1902;Franck'sche Verlagshandlung;mystery;0
The Secret Diary of Laura Palmer;Jennifer Lynch;067173590X;1990;Pocket;thriller;1
The Rise and Fall of the Flimsy Cigarette;Kayla Lawson;6035173200563;1984;Relógio D'Água;mystery;0
The Chronicles of the Voracious Election;Malik Frye;4637409774380;1909;World Syndicate Pub. Co.;thriller;0
Tales of a Spotty Assumption;Zoya Aguirre;4719336331598;1978;Weidenfeld and Nicholson;romance;0
Personal Recollections of Joan of Arc;Mark Twain;1417975547;1895;ARose Books;fiction;1
The Rise and Fall of the Faithful Outcome;Helen Reyna;4494183786752;1991;Hastings College Press;fantasy;0
The Rise and Fall of the Military Pizza;Aliana Pugh;9213448604820;2024;Thomas Y. Crowell & co.;fantasy;0
The Story of Siegfried;James Baldwin;1533416990;1882;Richard West;fantasy;1
Tameing the Zonked Possibility;Dakota Browning;5443857661549;1930;Mermaids Classics;fiction;0
Memoirs of a Curious Hearing;Darlene Powers;4158656137304;1960;Encore Performance Publishing;romance;0
Bride at Whangatapu;Robyn Donald;9780263092424;1977;G K Hall Audio Books;romance;1
The Last Crooked Possibility;Gwendolyn Andrews;1108538538885;1912;Payot;romance;0
Adventures in Mom Land;Kenzie Gilbert;4192392836944;1910;Childrens Press Choice;mystery;0
Chronicles of Wasteful Robot Kingdom;Aubree Foster;4268363767245;1997;Bishopston Publications;thriller;0
Five on Kirrin Island Again;Enid Blyton;0340796200;1947;Athaneum;mystery;1
Chronicles of Adjoining Responsibility Kingdom;Callen Torres;5057112223431;1982;Macdonald;fiction;0
How to Discuss a Banana;Londyn Vincent;9635710290934;1981;Sperling Paperback;mystery;0
Tales of a Cagey Family;Lilah Avalos;5579065822612;1935;Books on Tape, Inc.;fiction;0
Green Eggs and Ham;Dr. Seuss;9785559609133;1960;HarperCollins;fiction;1
The Curse of the Shiny Cigarette;Caleb Steele;3985213601845;1928;C. Scribnerʼs Sons;mystery;0
The Last Harsh Passion;Noemi Hayes;1489706098123;1908;Jiu yi chu ban she;mystery;0
Region and the Inner Quest;Weston Sanchez;6651817763112;1953;Electric Book Company;thriller;0
Crushing the Wacky Employer;Andi Howe;9530881152422;1961;Appleton-Century;fantasy;0
Mrs. Dalloway;Virginia Woolf;9798643748434;1925;Cambridge University Press;romance;1
State of Fear;Michael Crichton;0007201443;2004;Avon Books;thriller;1
Retreat, hell!;William E. Butterworth III;1440634653;2004;G. P. Putnam's Sons;thriller;1
Whitney, My Love;Judith McNaught;5170063466;1985;Corgi Adult;romance;1
Harry Potter and the Methods of Rationality;Eliezer Yudkowsky;;2015;Fanfiction.net;fantasy;1
Escape from the Omniscient Contract;Valentin Moore;1107907787420;1926;Read & Co. Books;fantasy;0
Twilight;Erin Hunter;9788498387582;2006;Publicaciones y Ediciones Salamandra, S.A.;fantasy;1
A Little Hatred;Joe Abercrombie;9780575095861;2014;Alianza Editorial;fantasy;1
Chronicles of Zonked Clothes Kingdom;Selah Correa;9041491457704;1921;Random House;romance;0
A Guide to Growing the Assistant;Sydney Foley;7376846919740;1951;Longmans, Green & Co.;mystery;0
Escape from the Bent Family;Raven Decker;4865254387057;1924;At the Ashendene Press;fiction;0
Flow my tears, the policeman said;Philip K. Dick;3596905613;1974;Panther;fiction;1
Gone-Away Lake (Gone-Away Lake #1);Elizabeth Enright;0152022724;1957;Harcourt Childrens Books (J);mystery;1
Forgotten Husband;Helen Bianchin;0263143554;1995;Harlequin;romance;1
Memoirs of a Stupendous Decision;Amari Johnston;2049005163665;1908;Mentor;fantasy;0
The Last Juror;John Grisham;9781844131594;2003;Ebury Publishing;mystery;1
Sofies verden;Jostein Gaarder;1857997220;1991;Orion Children's Books (an Imprint of The Orion Publishing Group Ltd );fiction;1
Painting the Marvelous Employer;Aria Huffman;7859340119564;1954;Svédorszagi Magyar Könyokiadó;mystery;0
Diary of a Adjoining Desk;Emerson Blair;9815514445021;1968;Norma S a Editorial;fantasy;0
Acorna;Anne McCaffrey;9780060877408;1997;Severn House Publishers;fantasy;1
The Last Educated Energy;Cali Howe;6579150919169;2002;Rider & Co.;fiction;0
At Bertram's Hotel;Agatha Christie;9789792293555;1965;Macmillan Audio Books;mystery;1
Journey to the Handy Possibility;Hattie Rasmussen;7565452371118;2003;Basil Blackwell;romance;0
The Secret of the History;Denisse Thompson;5602901853463;1966;Brand: Corgi Books;fiction;0
The Last Adjoining Concept;Javier O’brien;7985487737917;1905;EvroSistem;romance;0
Journey to the Dancing Article;Murphy Barnett;9660610370226;2008;Privately printed;romance;0
Danger Overseas;Mildred Augustine Wirt Benson;9781416957775;2008;Aladdin;mystery;1
King Henry V;William Shakespeare;0811502341;1600;Clarendon Press;fiction;1
Duncan's Bride;Linda Howard;9780786263929;1990;Mira;romance;1
Hannibal;Thomas Harris;9783453184824;1999;Po i chʻu pan chi tʻuan yu hsien kung ssu;thriller;1
The Black Box;Edward Phillips Oppenheim;9798839257825;1915;IndyPublish.com;mystery;1
Buddenbrooks;Thomas Mann;3103481063;1909;Fischer Taschenbuch Verlag;fiction;1
Adventures in Recommendation Land;Justice Vang;7877150271355;1901;The Bodley Head Ltd;fiction;0
The Glass Key;Dashiell Hammett;0785926038;1931;Independently Published;mystery;1
The Last Elusive Security;Kate Wood;6124315817274;1998;The John C. Winston Co.;fantasy;0
Memoirs of a Invisible Assistant;Alfredo Sutton;7115449380451;1910;Hungry Minds, Inc;romance;0
Dias Perfeitos;Raphael Montes;0670069361;2014;Doğan Kitap;thriller;1
Silver Fruit upon Silver Trees;Anne Mather;1460348206;1974;Harlequin Enterprises ULC;romance;1
Black Hills;Nora Roberts;1491515333;2009;J'ai lu;romance;1
Tales of a Vigorous Ability;Cheyenne Hurst;7820110002348;2010;Alakarga Yayinlari;fantasy;0
Forever Odd;Dean Koontz;0307414310;2005;Record;fiction;1
The Disappearing Floor;Franklin W. Dixon;9781101073476;1940;Collins;mystery;1
Blue Smoke;Nora Roberts;9780749940522;2005;Putnam Pub Group;mystery;1
Diary of a Faithful Wizard;Pierce Sawyer;2457919196459;1925;Top Five Books;thriller;0
The Fast Buck;James Hadley Chase;0552111481;1952;T︠S︡entrpoligraf;mystery;1
Spartan gold;Clive Cussler;9780718178307;2009;Grasset;thriller;1
The Secret of the Security;Mckenzie Schmidt;8818032231242;1931;Livros de Brasil;mystery;0
How to Dislike a Toast;Aliya Schmitt;2548560119348;1982;distributed by McGraw-Hill, Inc.;fiction;0
Diary of a Friendly Spaceship;Ernesto Tyler;8796422309958;2021;Gredos;romance;0
The President is Missing;Bill Clinton;1478998881;2014;PLANETA;thriller;1
Loving;Danielle Steel;8427017677;1641;AST;romance;1
Memoirs of a Friendly Article;Vanessa Schneider;5973390492181;1939;Unieboek | Het Spectrum;romance;0
The Faithful Mom;Whitley Morse;5403255242333;1964;dai li Li tong tu shu yu xian gong si;romance;0
My Life as a Perfect Clothes;Selena Huffman;4305019640138;1943;Outlet;fantasy;0
Journey to the Juvenile Affair;Brooke Castro;1022855157164;2015;Holmes & Meier Publishers, Incorporated;fiction;0
The Chronicles of the Perfect Ability;Vincent Kemp;6246209911479;1976;Magdalene Press;thriller;0
Paper and the Confused Quest;Cedric Bautista;2428001261423;1946;Urban Romantics;mystery;0
How to Vary a Death;Theodore Lam;2700082899448;1993;Constable & Robinson;romance;0
Escape from the Spotty Foundation;Tessa Strong;2578261451956;2011;Jan Forlag;mystery;0
